model,feature_count,n_rows,background_size,strategy,n_cores,median_elapsed_seconds,median_energy_joules,mean_elapsed_seconds,mean_energy_joules,std_elapsed_seconds,std_energy_joules,repeats,median_elapsed_minutes,energy_per_second,time_energy_product
LogisticRegression,30,100,100,multiprocessing,1,11.460297400015406,253.76504399901023,18.726238700017955,328.58251499882084,12.64325045370899,134.23828093703713,3,0.19100495666692344,22.142971961501548,2908.222873956652
LogisticRegression,30,100,100,joblib,8,11.858421800017824,257.5655050020109,14.528211666678544,271.18473900134,4.70085067013109,24.530688517099488,3,0.19764036333363041,21.720049206010177,3054.320399448446
LogisticRegression,30,100,100,multiprocessing,8,12.02120819996344,264.68398199916976,13.30282766664944,271.6384419988282,2.6969493375759988,16.18496889516029,3,0.20035346999939066,22.018084837759883,3181.821254807395
LogisticRegression,30,100,100,ray,2,12.931956900050864,286.10499300086855,22.07422753336141,362.39392166722564,15.87466051045606,135.48218046641992,3,0.21553261500084772,22.12387461635781,3699.8974383765863
LogisticRegression,30,100,100,ray,4,13.476776600000449,293.72531400168043,19.0550111666477,329.82363700157504,10.128421566254715,69.64581814875356,3,0.2246129433333408,21.79492342417182,3958.470438565631
LogisticRegression,30,100,100,threading,4,13.652176899951884,296.4172970018941,24.525086299981922,396.73361633389413,19.111062476573213,176.3721455852321,3,0.22753628166586473,21.712090253015898,4046.7413748754357
LogisticRegression,30,100,100,threading,8,14.552630799997132,320.3511100018708,25.865173866661888,420.2403730002081,19.805060468417235,177.43762265410834,3,0.24254384666661888,22.013278176612157,4661.951430226494
LogisticRegression,30,100,100,ray,1,15.394007900031283,336.98775100029496,28.734749366684508,464.0581769988439,23.2482776275898,225.4562863295755,3,0.2565667983338547,21.890839162139844,5187.5921011123155
LogisticRegression,30,100,100,ray,8,16.151738300046418,357.5757729988194,21.189262700014904,391.45796200043543,8.73712003044065,61.52135001410461,3,0.269195638334107,22.138531863025033,5775.470307913735
SVM-RBF,15,100,25,threading,4,23.00582019996364,615.159967002144,38.10716656665318,658.4872539994848,27.226539035242595,201.1602082491827,3,0.3834303366660607,26.73931907905271,14152.25959506689
SVM-RBF,15,100,25,joblib,4,24.433266799955163,716.1664680009018,39.490379266634896,717.5439846659215,26.098999855148822,166.52991405301466,3,0.40722111333258604,29.311122162436995,17498.286385847587
SVM-RBF,15,100,25,multiprocessing,4,24.8550323000527,716.7293769999346,39.93894406670006,720.2233820002822,26.213560331280274,170.38138890840423,3,0.41425053833421166,28.83638887881932,17814.331815730024
SVM-RBF,15,100,25,joblib,8,25.47155010001734,657.4426770006246,31.752825666665256,649.8404879998568,17.311075287989915,58.05388717934837,3,0.424525835000289,25.810862488505443,16746.084085110928
SVM-RBF,15,100,25,threading,8,25.58061380003346,622.7671439995851,37.33104230003664,687.3476716655387,27.018136993802386,168.69383620073742,3,0.426343563333891,24.34527759450285,15930.76579800321
SVM-RBF,15,100,25,ray,4,27.408862499985844,773.5026669976878,45.49730983331877,829.5571109998824,32.20545652806985,204.52640479191732,3,0.4568143749997641,28.220896324978366,21200.828243111962
SVM-RBF,15,100,25,multiprocessing,8,28.11511320003774,661.505016999047,33.32176203335015,665.9205506665857,16.974712443371736,51.02404056151666,3,0.468585220000629,23.528449353643687,18598.288435321097
SVM-RBF,15,100,25,ray,8,29.476641900022518,764.2342760004427,39.09239200002048,788.8234486678639,24.021117012074427,105.42265413407493,3,0.4912773650003753,25.9267754648761,22527.060081388023
SVM-RBF,15,100,25,threading,2,39.02738599997247,866.1627520008916,61.329970366651345,991.0522073329834,46.695196041124824,401.7989341405211,3,0.6504564333328745,22.193716791626848,33804.06806113723
SVM-RBF,15,100,25,joblib,2,43.01386250002543,753.9936840016879,64.48503893334419,982.603990666143,49.10486540825611,461.3631556800105,3,0.7168977083337572,17.529085745351097,32432.18064953623
SVM-RBF,15,100,25,ray,2,43.80674159998307,842.3939629986646,71.42960166665337,1118.9809983335365,57.1990879377968,535.4860133220365,3,0.7301123599997178,19.229779075807595,36902.5346624682
SVM-RBF,15,100,25,multiprocessing,2,47.11830870003905,920.1607529991796,66.70350520000405,1050.0970423327158,49.11455562723258,437.776579598044,3,0.7853051450006509,19.52873051656069,43356.41841347573
SVM-RBF,15,100,25,joblib,1,53.40272100002039,1018.1456830009598,91.15773803331346,1401.605219333426,74.31191995649175,696.564496261127,3,0.8900453500003399,19.06542707815527,54371.74984667546
SVM-RBF,15,100,25,multiprocessing,1,54.8538230000413,1241.168581999429,94.92733383333932,1521.8070460014605,78.24398948295847,691.0619003808167,3,0.9142303833340217,22.62683827886517,68082.84171020893
SVM-RBF,15,100,25,threading,1,64.23354470002232,1044.9042649984929,93.62523793332123,1392.9866199992985,69.9413595608173,674.1968455944149,3,1.0705590783337053,16.267267669537933,67117.90481302467
SVM-RBF,15,100,25,serial,1,74.1448579999851,1297.4040779986017,101.59128466667607,1535.8600576653625,74.09170272356525,698.6350793499199,3,1.235747633333085,17.4982340380079,96195.84113180792
SVM-RBF,15,100,25,ray,1,80.21591020002961,1321.8038110009024,110.56632466666633,1667.8383739998462,82.4190904636432,775.3648090952177,3,1.33693183666716,16.47807533075171,106029.69580530531
SVM-RBF,15,100,50,multiprocessing,8,36.582000599999446,991.4146459992336,36.6268587000086,1007.3096139990558,5.715046287813725,30.708203121673264,3,0.6097000099999907,27.101159852893574,36267.931174792204
SVM-RBF,15,100,50,threading,8,39.646825000003446,942.0043780005384,38.38108736666618,978.6619749995348,4.503351011389684,75.31880257201156,3,0.660780416666724,23.759894468231856,37347.48272382444
SVM-RBF,15,100,50,joblib,8,41.21004070003983,967.6179359999092,38.020579033356626,1008.9920526670008,6.769340686420367,77.80947377440982,3,0.6868340116673306,23.480149972260858,39875.57452464479
SVM-RBF,15,100,50,threading,4,41.55760880000889,918.725559001099,40.31627673333666,994.3141393337983,2.1743350383236923,141.04050501667223,3,0.6926268133334815,22.107276754597642,38180.03737553716
SVM-RBF,15,100,50,joblib,4,43.36322419997305,972.1708489984716,45.911966533322506,1110.4057459999387,6.7021797663605085,246.05624100984892,3,0.7227204033328841,22.419247344598418,42156.46248579887
SVM-RBF,15,100,50,multiprocessing,4,43.68083099997602,1038.3112369997282,41.39171923334167,1104.4345296674778,5.019538914779158,168.59923911343225,3,0.7280138499996003,23.770409427428206,45354.29766876117
SVM-RBF,15,100,50,ray,4,46.84816430002684,1099.0597089990506,60.24385966667129,1438.4770643343647,25.512094836475974,609.3560297174986,3,0.7808027383337807,23.46003787812068,51488.92982272721
SVM-RBF,15,100,50,ray,8,47.99464019999141,1169.5046879995564,45.01397913331554,1185.4818240000259,8.309168149772836,56.925687050238075,3,0.7999106699998568,24.367401925012572,56129.95671274192
SVM-RBF,15,100,50,threading,2,52.91058249998605,1291.6817520015666,60.62274076665441,1283.4013730002855,16.932290085027976,76.25198193153815,3,0.8818430416664341,24.412540761612426,68343.63390300541
SVM-RBF,15,100,50,multiprocessing,2,55.39377389999572,1382.6878229993677,61.90614846666964,1350.314971998355,18.783842923076453,81.05333479661752,3,0.9232295649999287,24.961069189753733,76592.29664150428
SVM-RBF,15,100,50,joblib,2,55.69698990002507,1309.5519350008856,66.46552920001947,1392.6253676672004,20.778866264227013,221.89362124603687,3,0.9282831650004179,23.512077355553753,72938.10089730262
SVM-RBF,15,100,50,ray,2,58.7117869000067,1374.1369540011483,70.29707306666144,1593.1618570008923,21.26363065528505,407.8463852642529,3,0.9785297816667783,23.404788485512633,80678.03601473973
SVM-RBF,15,100,50,threading,1,82.05950189998839,1808.09821000023,96.5190624333142,1819.4526106665369,26.1749339381776,51.36987616730272,3,1.3676583649998064,22.03398958238724,148371.63849887947
SVM-RBF,15,100,50,joblib,1,83.63091130001703,1905.9216709995108,97.68998383334838,1960.8357926668243,25.440932468728374,122.21529467451329,3,1.3938485216669505,22.789679573886488,159393.96621214034
SVM-RBF,15,100,50,multiprocessing,1,85.23201470001368,1977.946590001095,100.06830183333174,1948.3868646667233,25.72835504557332,57.907706874781,3,1.4205335783335613,23.206615459727924,168584.37283481527
SVM-RBF,15,100,50,serial,1,86.70304160000524,1976.6436649987563,102.98085980000906,1978.0055066658442,28.61315738577907,35.39222759457712,3,1.4450506933334206,22.797858397145745,171381.01791477398
SVM-RBF,15,100,50,ray,1,89.76930260000518,2035.881112998106,107.37459686666261,2164.288355332781,32.19328083161407,249.34148578544608,3,1.4961550433334196,22.679034525528202,182759.6276903623
SVM-RBF,15,100,100,threading,8,66.90219160000561,1706.446721998578,66.81173076664952,1755.086636666281,7.42793018948618,136.0379010800251,3,1.1150365266667601,25.50658926393728,114165.02555035036
